"DEPTID","OrganisationID","UMDeptName"
"12152","YWGQGROEHP","CSENG Distributed Robotics,Ctr"
"12155","SOTITWQGTZQ","CSENG Collegiate Shops"
"12157","CATSS","Applied and Translational Sensory Science, Ctr for"
"12162","WDQMICGM","Transl Rsrch Child Mental Hlth"
"12163","IBWZUEDOJVGIQGELQ","Law & Values, Consortium on"
"12164","SOTITWQGTZQ",
"12165","GYPLOZBSWCXA","U of MN Informatics Institute"
"12166","UXFTBZXLZ","URWC Fresh Season Cafe"
"12183","WKQJSXVXXLS",
"12185","SOTITWQGTZQ",
"12186","WDQMICGM","Design Innovation, Inst for"
"12187","TRHOTGGZAQA","CFANS Research"
"12190","WKQJSXVXXLS","MN Terrest Inv Plant Pests Ctr"
"12191","BNYHQ","MN Extension Global Initiative"
"12197","UXFTBZXLZ","Student Engagement"
"12221","USPATIAL","U-Spatial"
"12232","EVKNJMJMKY","Finance & Operations, Sr VP"
